Age,Working_Class,fnlwgt,Education_Level,Years_In_Education,Status,Occupation,Relationship_Status,Race,Gender,Capital_Gain,Capital_Loss,Hours_Per_week,Country,Income
46,2,282165.0,11,9.0,0,0,4,2,0,0.0,0.0,40.0,38,0.0
48,2,149337.0,15,10.0,0,6,1,4,1,0.0,0.0,40.0,38,1.0
56,2,250517.0,8,11.0,2,2,0,4,1,0.0,0.0,45.0,38,0.0
40,2,352971.0,12,14.0,2,3,0,4,1,0.0,0.0,60.0,38,1.0
56,2,94156.0,11,9.0,2,0,0,4,1,0.0,0.0,50.0,38,0.0
35,2,306868.0,15,10.0,4,11,1,4,1,0.0,0.0,65.0,38,0.0
43,2,187164.0,11,9.0,2,13,0,4,1,0.0,0.0,50.0,38,0.0
32,2,179415.0,0,6.0,2,5,2,4,1,0.0,0.0,40.0,38,0.0
64,2,45776.0,11,9.0,0,7,1,4,0,0.0,1762.0,79.0,38,0.0
62,2,256723.0,15,10.0,0,4,1,4,1,0.0,0.0,40.0,38,0.0
53,2,31909.0,8,11.0,2,0,0,4,1,0.0,0.0,45.0,38,1.0
68,2,90526.0,2,8.0,2,4,0,4,1,0.0,0.0,35.0,38,0.0
24,2,179423.0,9,13.0,4,9,2,4,0,0.0,0.0,40.0,38,0.0
39,2,140169.0,0,6.0,5,7,4,4,0,0.0,0.0,40.0,25,0.0
29,2,37359.0,9,13.0,2,6,0,4,1,7298.0,0.0,40.0,38,1.0
24,2,125813.0,11,9.0,2,3,5,0,0,0.0,0.0,45.0,38,0.0
33,2,209415.0,0,6.0,0,10,1,4,0,0.0,0.0,32.0,38,0.0
41,2,206619.0,11,9.0,0,7,1,4,0,0.0,0.0,40.0,38,0.0
48,2,283737.0,12,14.0,0,3,1,4,1,0.0,0.0,40.0,38,0.0
47,2,162187.0,9,13.0,2,11,0,4,1,0.0,0.0,45.0,38,1.0
30,3,191571.0,15,10.0,4,3,1,4,0,0.0,0.0,40.0,38,1.0
59,2,33725.0,6,5.0,2,3,0,4,1,0.0,0.0,40.0,38,1.0
34,2,236543.0,15,10.0,4,3,1,4,1,0.0,1590.0,40.0,38,0.0
26,0,73047.0,15,10.0,2,3,0,4,1,0.0,0.0,32.0,38,0.0
20,2,230574.0,5,4.0,4,6,3,4,1,0.0,0.0,40.0,25,0.0
32,2,178109.0,9,13.0,4,2,1,4,1,0.0,0.0,36.0,38,0.0
58,2,282023.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1.0
31,1,101761.0,9,13.0,4,9,1,4,0,0.0,0.0,40.0,38,0.0
33,2,98168.0,11,9.0,2,2,0,4,1,0.0,0.0,30.0,38,1.0
22,2,287681.0,1,7.0,4,4,2,4,1,0.0,0.0,40.0,25,0.0
38,5,91670.0,15,10.0,0,9,3,1,0,0.0,0.0,40.0,38,0.0
30,5,61989.0,15,10.0,4,9,1,4,0,0.0,0.0,5.0,38,0.0
23,2,138513.0,11,9.0,4,5,1,4,1,0.0,0.0,40.0,38,0.0
27,4,95423.0,15,10.0,2,2,0,4,1,0.0,0.0,60.0,38,0.0
31,0,30917.0,15,10.0,2,10,0,4,1,0.0,0.0,72.0,38,0.0
58,2,102791.0,11,9.0,0,7,3,4,0,0.0,0.0,40.0,38,0.0
42,2,416506.0,7,12.0,4,12,1,4,1,14084.0,0.0,36.0,38,1.0
20,3,245611.0,15,10.0,4,2,3,4,1,0.0,0.0,20.0,38,0.0
47,0,655066.0,9,13.0,2,3,0,3,1,0.0,0.0,40.0,28,1.0
57,4,87584.0,10,16.0,0,9,1,4,0,0.0,0.0,25.0,38,0.0
47,4,304223.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,0.0
49,1,40690.0,9,13.0,4,9,4,4,1,0.0,0.0,60.0,38,1.0
18,2,348131.0,1,7.0,4,0,3,2,0,0.0,0.0,20.0,38,0.0
64,2,191477.0,4,3.0,6,8,4,2,0,0.0,0.0,4.0,38,0.0
29,2,115438.0,11,9.0,5,2,4,4,1,0.0,0.0,35.0,38,0.0
47,0,176917.0,15,10.0,2,0,0,4,1,0.0,0.0,48.0,38,1.0
28,2,202182.0,15,10.0,2,6,0,4,1,0.0,0.0,40.0,38,1.0
24,2,308239.0,9,13.0,4,11,3,4,1,0.0,0.0,4.0,38,0.0
34,2,163581.0,11,9.0,4,7,1,4,1,10520.0,0.0,40.0,32,1.0
34,1,211239.0,9,13.0,0,9,4,4,0,6497.0,0.0,40.0,38,0.0
31,2,121321.0,1,7.0,2,11,0,4,1,0.0,0.0,51.0,38,0.0
23,5,120172.0,11,9.0,4,12,1,4,1,0.0,0.0,48.0,38,0.0
20,2,190916.0,11,9.0,4,7,3,4,0,0.0,1721.0,20.0,38,0.0
25,2,340288.0,6,5.0,2,5,0,4,1,0.0,0.0,40.0,38,0.0
32,2,426431.0,15,10.0,0,11,1,4,1,0.0,0.0,40.0,38,0.0
44,3,226027.0,15,10.0,2,3,0,4,1,0.0,0.0,60.0,38,0.0
28,2,278736.0,2,8.0,4,5,4,4,1,0.0,0.0,40.0,25,0.0
48,2,168462.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0.0
43,2,214541.0,12,14.0,0,9,1,4,1,0.0,0.0,40.0,2,0.0
52,3,29887.0,14,15.0,2,9,0,4,1,0.0,0.0,60.0,38,1.0
53,4,138022.0,1,7.0,0,2,1,4,1,0.0,0.0,60.0,38,0.0
57,3,208018.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1.0
45,2,126876.0,11,9.0,0,2,3,4,0,0.0,0.0,40.0,38,0.0
45,2,182703.0,12,14.0,0,0,1,0,0,0.0,0.0,36.0,38,0.0
34,2,161153.0,0,6.0,2,4,0,4,1,0.0,0.0,35.0,38,0.0
44,4,168443.0,11,9.0,2,11,0,4,1,0.0,0.0,60.0,38,0.0
25,2,335522.0,6,5.0,4,5,1,4,1,0.0,0.0,40.0,25,0.0
27,2,220104.0,9,13.0,4,11,1,4,1,0.0,1876.0,50.0,38,0.0
36,2,104772.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1.0
61,2,161472.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1.0
52,2,91506.0,11,9.0,2,5,0,4,1,0.0,0.0,45.0,38,0.0
19,2,186717.0,15,10.0,4,11,3,4,1,0.0,0.0,40.0,38,0.0
53,2,77927.0,4,3.0,4,5,2,1,0,0.0,0.0,50.0,29,0.0
55,2,140063.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0.0
37,3,317580.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
51,2,122533.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1.0
29,2,57423.0,11,9.0,2,5,0,4,1,0.0,0.0,45.0,38,0.0
45,2,103331.0,15,10.0,2,7,0,4,1,0.0,0.0,40.0,38,0.0
64,5,417543.0,10,16.0,6,9,1,2,1,8614.0,0.0,50.0,38,1.0
56,2,253854.0,15,10.0,2,9,0,4,1,0.0,0.0,40.0,38,1.0
56,2,106850.0,15,10.0,6,7,1,4,0,0.0,0.0,40.0,38,0.0
38,3,314007.0,11,9.0,2,11,0,4,1,0.0,0.0,78.0,38,0.0
23,2,494371.0,11,9.0,4,5,3,4,1,0.0,0.0,40.0,38,0.0
29,1,270421.0,12,14.0,4,9,1,4,1,0.0,0.0,50.0,38,0.0
33,2,203488.0,9,13.0,2,3,0,4,1,0.0,1672.0,40.0,38,0.0
35,2,167691.0,11,9.0,4,5,3,4,0,0.0,0.0,20.0,38,0.0
25,2,198318.0,11,9.0,2,6,0,4,1,0.0,0.0,50.0,38,0.0
37,2,319831.0,11,9.0,2,13,0,4,1,0.0,0.0,55.0,38,1.0
28,2,70240.0,12,14.0,4,11,3,1,0,0.0,0.0,36.0,29,0.0
67,2,227113.0,12,14.0,2,9,0,4,1,0.0,2457.0,40.0,38,0.0
22,2,168997.0,8,11.0,4,3,1,4,1,0.0,0.0,40.0,38,0.0
23,5,231929.0,2,8.0,4,7,1,4,1,0.0,0.0,20.0,38,0.0
22,2,207969.0,15,10.0,4,3,3,2,1,0.0,0.0,35.0,38,0.0
68,2,192656.0,15,10.0,6,2,1,4,1,0.0,0.0,10.0,38,0.0
31,2,187215.0,11,9.0,4,8,1,4,0,0.0,0.0,40.0,8,0.0
51,3,119570.0,9,13.0,2,2,0,4,1,0.0,0.0,50.0,38,0.0
64,2,188659.0,12,14.0,2,3,0,4,1,0.0,0.0,20.0,38,1.0
35,2,110013.0,9,13.0,0,7,3,4,0,0.0,0.0,40.0,38,0.0
26,2,55860.0,12,14.0,4,9,1,2,0,0.0,0.0,40.0,38,0.0
42,3,282069.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
20,0,26585.0,11,9.0,4,7,1,0,0,0.0,0.0,25.0,38,0.0
46,3,218890.0,11,9.0,0,7,1,4,0,0.0,0.0,60.0,38,0.0
35,2,211154.0,11,9.0,2,11,0,4,1,0.0,0.0,45.0,38,0.0
51,2,230095.0,0,6.0,6,7,1,4,0,0.0,0.0,40.0,38,0.0
34,2,737315.0,14,15.0,2,9,0,4,1,0.0,0.0,65.0,38,1.0
50,2,144084.0,9,13.0,0,0,1,4,0,0.0,0.0,40.0,38,0.0
48,4,48384.0,9,13.0,0,11,1,4,1,0.0,0.0,60.0,38,0.0
51,2,541755.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
27,2,178778.0,9,13.0,4,12,1,4,1,0.0,1340.0,40.0,38,0.0
28,2,436198.0,15,10.0,2,9,0,4,1,0.0,0.0,30.0,38,0.0
37,2,82521.0,15,10.0,2,9,0,4,1,4064.0,0.0,46.0,38,0.0
39,2,367020.0,9,13.0,4,3,3,4,1,0.0,0.0,40.0,38,0.0
22,2,174461.0,9,13.0,4,0,1,4,0,0.0,0.0,40.0,38,0.0
28,2,162501.0,11,9.0,4,0,3,4,1,0.0,0.0,40.0,38,0.0
38,2,193026.0,11,9.0,4,3,1,4,1,0.0,0.0,40.0,38,0.0
41,2,218172.0,9,13.0,3,3,1,4,0,13550.0,0.0,60.0,38,1.0
41,2,110318.0,12,14.0,0,7,4,4,0,0.0,0.0,30.0,38,0.0
36,2,126675.0,1,7.0,2,3,0,4,1,0.0,1579.0,40.0,38,0.0
24,2,116788.0,15,10.0,2,7,0,4,1,0.0,0.0,40.0,38,0.0
24,2,161092.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0.0
28,2,159109.0,1,7.0,5,7,1,4,1,0.0,0.0,40.0,38,0.0
28,2,213191.0,11,9.0,2,7,0,4,1,0.0,0.0,50.0,38,0.0
49,2,240629.0,11,9.0,4,7,1,4,1,0.0,0.0,38.0,38,0.0
17,2,227960.0,1,7.0,4,7,3,4,1,0.0,0.0,10.0,32,0.0
54,2,151580.0,9,13.0,2,0,0,4,1,0.0,0.0,40.0,10,1.0
41,2,160893.0,7,12.0,4,0,1,4,0,0.0,0.0,45.0,38,0.0
35,1,184117.0,12,14.0,4,9,3,4,0,0.0,0.0,25.0,38,0.0
18,2,32059.0,1,7.0,4,7,3,4,1,0.0,0.0,23.0,38,0.0
42,2,361219.0,1,7.0,2,7,0,4,1,0.0,0.0,40.0,38,0.0
60,2,334984.0,11,9.0,0,0,4,4,0,0.0,2231.0,40.0,38,1.0
49,4,33300.0,11,9.0,2,4,0,4,1,0.0,0.0,84.0,38,0.0
57,2,199713.0,11,9.0,2,6,0,4,1,0.0,0.0,55.0,38,0.0
43,2,401134.0,7,12.0,0,7,4,4,0,0.0,2238.0,40.0,38,0.0
37,2,132702.0,9,13.0,3,3,1,4,0,0.0,0.0,40.0,38,0.0
20,2,286166.0,11,9.0,4,11,1,4,1,0.0,0.0,60.0,38,0.0
57,2,123515.0,8,11.0,4,6,1,4,0,0.0,0.0,40.0,38,0.0
24,2,132053.0,7,12.0,4,0,3,4,0,0.0,0.0,35.0,38,0.0
20,3,266400.0,15,10.0,4,5,3,4,0,0.0,0.0,40.0,38,0.0
42,1,335248.0,8,11.0,0,9,1,4,0,0.0,0.0,36.0,38,0.0
81,2,36147.0,14,15.0,2,4,0,4,1,10605.0,0.0,2.0,38,1.0
21,2,266467.0,11,9.0,4,2,3,4,1,0.0,2205.0,40.0,38,0.0
43,2,143809.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,38,0.0
39,2,334366.0,9,13.0,5,9,4,4,0,0.0,0.0,50.0,38,1.0
41,2,347653.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,0,1.0
32,2,386806.0,4,3.0,2,2,0,3,1,0.0,0.0,45.0,25,1.0
48,2,202322.0,3,2.0,2,5,0,4,1,0.0,0.0,40.0,8,0.0
50,2,594521.0,6,5.0,0,0,4,4,0,0.0,0.0,40.0,38,0.0
26,2,174267.0,15,10.0,4,5,1,4,1,0.0,0.0,64.0,38,0.0
54,2,227392.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,0.0
59,0,99131.0,11,9.0,4,3,2,4,0,0.0,0.0,40.0,38,0.0
38,3,225860.0,11,9.0,0,3,4,4,1,0.0,0.0,40.0,38,0.0
53,2,287317.0,11,9.0,0,7,1,2,1,0.0,0.0,40.0,38,0.0
42,2,46091.0,9,13.0,0,3,4,4,0,0.0,0.0,40.0,38,0.0
53,2,170050.0,15,10.0,4,3,1,4,1,0.0,0.0,40.0,38,0.0
18,5,352317.0,15,10.0,4,7,3,4,0,0.0,0.0,20.0,38,0.0
56,2,225267.0,15,10.0,0,11,1,4,1,14084.0,0.0,60.0,38,1.0
28,2,217545.0,11,9.0,0,2,4,4,1,0.0,0.0,40.0,0,0.0
33,2,183778.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1.0
43,2,210013.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
36,2,49115.0,7,12.0,2,3,0,4,1,7688.0,0.0,44.0,38,1.0
31,2,310429.0,11,9.0,5,5,1,4,1,0.0,0.0,70.0,38,0.0
33,2,114691.0,11,9.0,2,2,0,4,1,0.0,0.0,50.0,38,0.0
46,2,124356.0,7,12.0,2,12,0,4,1,0.0,0.0,40.0,38,1.0
31,2,51284.0,11,9.0,2,6,5,4,0,0.0,0.0,36.0,38,0.0
41,2,200009.0,0,6.0,0,5,4,4,0,0.0,0.0,40.0,38,0.0
28,2,258862.0,8,11.0,2,6,5,4,0,0.0,0.0,18.0,38,0.0
35,2,37778.0,11,9.0,2,2,0,4,1,0.0,0.0,50.0,38,0.0
28,2,402771.0,11,9.0,3,0,3,4,0,0.0,0.0,40.0,38,0.0
42,0,201520.0,12,14.0,2,3,0,4,1,0.0,1902.0,43.0,38,1.0
47,1,55237.0,15,10.0,2,10,0,4,1,0.0,0.0,44.0,38,0.0
63,1,197189.0,9,13.0,6,9,1,4,0,4650.0,0.0,48.0,38,0.0
39,2,96564.0,11,9.0,0,5,1,4,0,0.0,0.0,40.0,38,0.0
23,2,334105.0,7,12.0,4,12,3,4,0,0.0,0.0,40.0,38,0.0
41,2,115323.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,1.0
31,2,157289.0,9,13.0,4,9,1,4,1,0.0,0.0,52.0,38,0.0
52,2,320877.0,11,9.0,2,6,0,2,1,0.0,0.0,40.0,38,1.0
64,4,198186.0,12,14.0,4,9,1,4,0,0.0,0.0,30.0,0,0.0
62,2,195543.0,9,13.0,2,11,0,4,1,0.0,0.0,20.0,38,1.0
48,2,103406.0,9,13.0,2,12,0,4,1,0.0,0.0,35.0,38,1.0
18,2,23940.0,15,10.0,4,7,1,0,1,0.0,0.0,40.0,38,0.0
46,2,45857.0,11,9.0,0,11,1,4,0,0.0,0.0,33.0,38,0.0
29,2,195557.0,7,12.0,0,5,1,4,0,0.0,0.0,40.0,38,0.0
44,2,229148.0,11,9.0,4,5,1,2,1,0.0,0.0,35.0,38,0.0
47,2,186157.0,11,9.0,2,5,0,4,1,0.0,0.0,40.0,38,0.0
60,2,127712.0,8,11.0,6,6,1,4,0,0.0,0.0,45.0,30,0.0
24,2,254351.0,15,10.0,4,11,3,4,1,0.0,0.0,35.0,38,0.0
61,2,182163.0,15,10.0,2,9,0,4,1,0.0,1902.0,40.0,38,1.0
34,2,442656.0,1,7.0,4,11,4,4,0,0.0,0.0,65.0,13,0.0
30,2,111363.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,0.0
36,1,491000.0,7,12.0,4,9,3,2,1,0.0,0.0,40.0,38,0.0
45,5,156065.0,9,13.0,0,0,1,4,0,0.0,0.0,40.0,38,0.0
45,2,243743.0,9,13.0,2,3,0,4,1,0.0,0.0,60.0,38,1.0
47,4,173938.0,14,15.0,4,9,1,4,1,0.0,2258.0,20.0,38,0.0
37,2,86308.0,9,13.0,2,9,5,1,0,0.0,0.0,40.0,29,1.0
35,2,216068.0,7,12.0,0,12,4,4,0,0.0,0.0,40.0,38,0.0
23,2,237432.0,2,8.0,4,7,1,4,1,0.0,0.0,60.0,38,0.0
34,2,177216.0,11,9.0,4,6,3,4,0,0.0,0.0,40.0,38,0.0
27,2,212895.0,15,10.0,4,2,1,4,1,0.0,0.0,40.0,38,0.0
44,4,122749.0,11,9.0,2,2,0,4,1,0.0,0.0,35.0,11,0.0
44,2,254303.0,12,14.0,4,9,1,4,1,0.0,0.0,40.0,17,1.0
20,2,73679.0,11,9.0,4,13,3,4,0,0.0,0.0,35.0,38,0.0
30,2,455995.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,38,0.0
33,2,214288.0,11,9.0,2,6,0,4,1,0.0,1848.0,48.0,38,1.0
28,2,228075.0,4,3.0,4,2,1,4,1,0.0,0.0,40.0,16,0.0
35,2,412017.0,0,6.0,0,11,4,4,0,0.0,0.0,38.0,38,0.0
41,2,236900.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,38,0.0
33,2,289442.0,11,9.0,4,0,1,4,1,0.0,0.0,40.0,38,0.0
33,1,237298.0,15,10.0,0,0,4,2,0,0.0,0.0,40.0,38,0.0
36,5,47072.0,11,9.0,6,7,4,4,0,0.0,0.0,8.0,38,0.0
25,2,197036.0,15,10.0,2,11,0,4,1,0.0,0.0,50.0,38,0.0
19,5,175507.0,11,9.0,4,7,1,4,0,0.0,0.0,18.0,38,0.0
53,2,350131.0,9,13.0,2,9,5,4,0,0.0,0.0,48.0,38,1.0
35,2,150057.0,11,9.0,2,6,0,4,1,4386.0,0.0,48.0,38,0.0
40,3,190650.0,9,13.0,2,11,0,1,1,0.0,0.0,45.0,34,1.0
27,2,430672.0,9,13.0,4,9,1,4,1,0.0,0.0,55.0,38,0.0
50,2,99316.0,11,9.0,0,13,1,4,1,0.0,0.0,50.0,38,0.0
33,2,97723.0,11,9.0,2,13,0,4,1,0.0,1887.0,50.0,38,1.0
36,2,239409.0,11,9.0,0,4,1,4,1,0.0,0.0,50.0,38,0.0
48,2,195554.0,5,4.0,0,7,1,4,1,0.0,0.0,40.0,38,0.0
48,4,76855.0,15,10.0,0,13,4,4,0,0.0,0.0,53.0,38,0.0
43,2,281315.0,15,10.0,0,11,1,4,1,0.0,0.0,42.0,38,0.0
76,1,224058.0,0,6.0,0,13,1,2,1,0.0,0.0,20.0,38,0.0
23,2,232799.0,11,9.0,4,7,1,2,0,2977.0,0.0,55.0,38,0.0
29,2,174163.0,12,14.0,4,9,1,4,0,0.0,0.0,40.0,38,0.0
57,2,47178.0,4,3.0,0,7,1,4,0,0.0,0.0,40.0,38,0.0
62,4,97950.0,9,13.0,2,2,0,4,1,0.0,0.0,6.0,38,0.0
26,2,342765.0,11,9.0,4,0,3,4,1,0.0,0.0,50.0,38,0.0
42,1,209818.0,9,13.0,0,9,2,4,0,0.0,0.0,55.0,38,0.0
36,2,349534.0,7,12.0,2,9,5,4,0,0.0,0.0,31.0,38,1.0
43,3,170214.0,15,10.0,2,3,0,4,1,0.0,0.0,75.0,38,0.0
28,2,145284.0,15,10.0,4,0,1,4,1,0.0,0.0,40.0,38,0.0
33,2,124161.0,11,9.0,0,2,1,4,1,0.0,0.0,50.0,38,0.0
48,2,105357.0,11,9.0,4,11,4,4,0,0.0,0.0,40.0,38,0.0
32,2,355700.0,14,15.0,1,9,5,4,0,99999.0,0.0,60.0,38,1.0
30,2,99928.0,9,13.0,4,11,1,4,0,0.0,0.0,40.0,38,0.0
18,2,308739.0,11,9.0,4,0,3,4,0,0.0,0.0,20.0,38,0.0
58,3,179781.0,9,13.0,2,11,0,4,1,0.0,0.0,70.0,38,1.0
52,0,297906.0,10,16.0,2,9,0,1,1,0.0,0.0,40.0,0,1.0
25,2,189663.0,12,14.0,4,9,3,4,0,0.0,0.0,40.0,38,0.0
39,4,339029.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,0.0
39,4,87076.0,11,9.0,2,4,0,4,1,0.0,0.0,45.0,38,1.0
18,2,109928.0,11,9.0,4,0,3,2,0,0.0,0.0,40.0,38,0.0
55,2,218456.0,11,9.0,0,11,4,4,0,0.0,0.0,40.0,38,0.0
26,1,176756.0,11,9.0,2,12,0,4,1,0.0,0.0,75.0,38,1.0
21,2,191789.0,15,10.0,4,0,3,4,0,0.0,0.0,10.0,0,0.0
19,2,238383.0,0,6.0,4,4,3,4,1,0.0,0.0,40.0,38,0.0
21,2,315476.0,15,10.0,4,2,3,4,1,0.0,0.0,25.0,38,0.0
36,2,195148.0,9,13.0,4,3,3,4,1,0.0,0.0,40.0,38,0.0
42,2,143208.0,5,4.0,0,7,4,4,0,0.0,0.0,40.0,0,0.0
40,2,30201.0,8,11.0,0,5,1,4,0,0.0,0.0,35.0,38,0.0
35,3,200352.0,9,13.0,2,12,0,4,1,0.0,0.0,45.0,38,1.0
31,2,117028.0,1,7.0,4,7,3,4,1,0.0,0.0,30.0,30,0.0
45,2,44489.0,11,9.0,6,4,4,4,1,0.0,0.0,65.0,38,0.0
52,2,236222.0,11,9.0,0,3,1,4,0,0.0,0.0,40.0,38,0.0
23,2,496856.0,7,12.0,4,11,3,4,0,0.0,0.0,35.0,38,0.0
29,2,132675.0,1,7.0,5,7,3,2,0,0.0,0.0,40.0,38,0.0
42,2,89226.0,8,11.0,2,13,0,4,1,0.0,0.0,45.0,38,1.0
61,0,294466.0,15,10.0,0,0,1,2,0,0.0,0.0,40.0,38,0.0
58,2,201011.0,5,4.0,5,7,1,4,0,0.0,0.0,24.0,38,0.0
47,2,27624.0,11,9.0,4,11,1,4,0,0.0,0.0,65.0,38,1.0
31,2,385959.0,9,13.0,4,0,1,4,1,0.0,0.0,50.0,38,0.0
53,2,214691.0,9,13.0,2,9,0,4,1,0.0,0.0,80.0,38,0.0
34,2,196253.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0.0
62,1,242341.0,15,10.0,0,9,1,0,1,0.0,0.0,40.0,38,0.0
23,2,195016.0,15,10.0,4,9,1,3,0,0.0,0.0,35.0,38,0.0
47,2,174794.0,12,14.0,4,9,1,4,0,0.0,0.0,40.0,9,1.0
59,4,134470.0,11,9.0,2,4,0,4,1,2635.0,0.0,60.0,38,0.0
17,2,166360.0,0,6.0,4,2,3,4,0,0.0,0.0,30.0,38,0.0
40,1,26671.0,9,13.0,0,9,4,0,0,0.0,0.0,40.0,38,0.0
38,4,589838.0,11,9.0,2,2,0,4,1,0.0,0.0,47.0,38,0.0
45,2,149169.0,15,10.0,0,2,1,4,1,0.0,0.0,50.0,38,0.0
46,2,287920.0,11,9.0,2,2,0,4,1,5013.0,0.0,40.0,38,0.0
57,2,56080.0,11,9.0,2,7,0,4,1,0.0,0.0,60.0,38,0.0
22,5,211798.0,8,11.0,4,0,3,4,1,0.0,0.0,10.0,38,0.0
30,2,415266.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,38,1.0
42,2,147110.0,9,13.0,2,7,0,4,1,0.0,0.0,40.0,38,0.0
32,2,228873.0,1,7.0,2,13,0,4,1,7298.0,0.0,60.0,38,1.0
40,2,305348.0,6,5.0,4,2,2,2,1,0.0,0.0,40.0,38,0.0
50,0,189831.0,11,9.0,2,12,0,4,1,7298.0,0.0,50.0,38,1.0
45,2,247379.0,15,10.0,2,3,0,4,1,0.0,0.0,50.0,38,0.0
38,0,198841.0,15,10.0,5,5,1,4,1,0.0,0.0,40.0,38,0.0
29,2,364986.0,9,13.0,2,3,0,4,1,0.0,1628.0,47.0,38,0.0
31,2,203488.0,15,10.0,2,11,0,4,1,0.0,0.0,44.0,38,1.0
31,2,141118.0,11,9.0,5,7,4,4,0,0.0,0.0,24.0,38,0.0
49,4,155862.0,11,9.0,2,4,0,4,1,0.0,0.0,50.0,38,1.0
46,2,324550.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
55,2,174353.0,11,9.0,2,13,0,4,1,0.0,0.0,35.0,38,0.0
82,4,181912.0,11,9.0,0,3,1,4,1,0.0,0.0,12.0,38,0.0
45,2,168191.0,15,10.0,2,12,0,4,1,15024.0,0.0,37.0,38,1.0
41,2,125461.0,15,10.0,2,3,0,4,1,0.0,0.0,60.0,38,1.0
21,2,162688.0,11,9.0,4,6,3,4,1,0.0,0.0,40.0,38,0.0
19,2,234406.0,2,8.0,4,11,3,4,0,0.0,0.0,30.0,38,0.0
41,5,114537.0,11,9.0,5,5,4,4,1,0.0,0.0,40.0,38,0.0
40,2,68111.0,11,9.0,0,2,1,4,1,0.0,0.0,45.0,38,0.0
44,2,322799.0,11,9.0,5,6,3,2,1,0.0,0.0,40.0,38,0.0
21,2,479296.0,11,9.0,4,7,2,4,1,0.0,0.0,40.0,38,0.0
39,2,323385.0,15,10.0,2,3,0,4,1,0.0,0.0,70.0,38,0.0
63,2,162772.0,11,9.0,2,13,0,4,1,0.0,0.0,35.0,38,1.0
53,2,27166.0,11,9.0,3,13,1,4,1,10520.0,0.0,40.0,38,1.0
19,2,162954.0,15,10.0,1,5,5,4,0,0.0,0.0,40.0,38,0.0
45,0,90533.0,9,13.0,4,3,1,4,0,0.0,0.0,45.0,38,0.0
52,2,234286.0,15,10.0,0,13,1,4,1,0.0,0.0,84.0,38,0.0
17,2,355559.0,2,8.0,4,9,3,4,1,0.0,0.0,18.0,38,0.0
35,2,32528.0,15,10.0,2,6,0,4,1,0.0,0.0,40.0,38,0.0
45,2,132847.0,9,13.0,4,11,1,4,0,0.0,0.0,50.0,38,0.0
46,2,279724.0,11,9.0,4,6,1,4,1,0.0,0.0,45.0,38,0.0
50,2,30827.0,9,13.0,2,11,0,4,1,0.0,0.0,45.0,38,1.0
25,2,179772.0,11,9.0,4,11,4,4,0,0.0,0.0,40.0,38,0.0
39,2,112264.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
51,2,93690.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1.0
52,1,178983.0,11,9.0,2,9,0,4,1,0.0,0.0,40.0,38,0.0
48,1,283037.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,0.0
27,2,312485.0,11,9.0,4,5,3,4,1,0.0,0.0,32.0,38,0.0
30,2,202450.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,38,0.0
29,1,272569.0,0,6.0,4,4,1,4,1,0.0,0.0,40.0,38,0.0
53,2,231865.0,2,8.0,2,2,0,4,1,0.0,0.0,40.0,38,1.0
26,2,195693.0,11,9.0,4,0,4,2,0,0.0,0.0,40.0,22,0.0
27,2,108574.0,11,9.0,4,7,3,4,0,0.0,0.0,40.0,38,0.0
58,4,605504.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,1.0
19,4,140985.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,9,0.0
22,5,160369.0,15,10.0,4,7,3,2,1,0.0,0.0,20.0,38,0.0
29,2,303440.0,8,11.0,4,3,1,4,0,0.0,0.0,40.0,38,0.0
